Approved symbol	Ensembl gene ID
SLC23A3	ENSG00000213901
SLC24A1	ENSG00000074621
SLC24A2	ENSG00000155886
SLC24A3	ENSG00000185052
SLC24A4	ENSG00000140090
SLC24A5	ENSG00000188467
SLC25A1P5	ENSG00000267323
SLC25A2	ENSG00000120329
SLC25A3	ENSG00000075415
SLC25A3P1	ENSG00000236253
SLC25A3P2	ENSG00000258373
SLC25A4	ENSG00000151729
SLC25A5P1	ENSG00000215347
SLC25A5P2	ENSG00000235064
SLC25A5P4	ENSG00000234421
SLC25A6P2	ENSG00000232203
SLC25A6P5	ENSG00000228948
SLC25A6P6	ENSG00000218870
SLC25A12	ENSG00000115840
SLC25A13	ENSG00000004864
SLC25A15	ENSG00000102743
SLC25A15P2	ENSG00000237164
SLC25A16	ENSG00000122912
SLC25A17	ENSG00000100372
SLC25A18	ENSG00000182902
SLC25A19	ENSG00000125454
SLC25A20	ENSG00000178537
SLC25A20P1	ENSG00000218363
SLC25A21	ENSG00000183032
SLC25A24	ENSG00000085491
SLC25A24P1	ENSG00000241361
SLC25A25	ENSG00000148339
SLC25A25-AS1	ENSG00000234771
SLC25A26	ENSG00000144741
SLC25A27	ENSG00000153291
SLC25A28	ENSG00000155287
SLC25A30	ENSG00000174032
SLC25A31	ENSG00000151475
SLC25A32	ENSG00000164933
SLC25A33	ENSG00000171612
SLC25A36	ENSG00000114120
SLC25A37	ENSG00000147454
SLC25A38	ENSG00000144659
SLC25A39	ENSG00000013306
SLC25A39P1	ENSG00000226148
SLC25A40	ENSG00000075303
SLC25A42	ENSG00000181035
SLC25A44	ENSG00000160785
SLC25A46	ENSG00000164209
SLC25A47	ENSG00000140107
SLC25A48	ENSG00000145832
SLC25A51	ENSG00000122696
SLC25A51P2	ENSG00000263716
SLC26A2	ENSG00000155850
SLC26A3	ENSG00000091138
SLC26A4	ENSG00000091137
SLC26A4-AS1	ENSG00000233705
SLC26A5	ENSG00000170615
SLC26A6	ENSG00000225697
SLC26A7	ENSG00000147606
SLC26A8	ENSG00000112053
SLC26A9	ENSG00000174502
SLC26A10	ENSG00000135502
SLC26A11	ENSG00000181045
SLC27A2	ENSG00000140284
SLC27A3	ENSG00000143554
SLC27A4	ENSG00000167114
SLC27A5	ENSG00000083807
SLC27A6	ENSG00000113396
SLC28A1	ENSG00000156222
SLC28A2	ENSG00000137860
SLC28A3	ENSG00000197506
SLC29A2	ENSG00000174669
SLC29A3	ENSG00000198246
SLC30A1	ENSG00000170385
SLC30A2	ENSG00000158014
SLC30A3	ENSG00000115194
SLC30A4	ENSG00000104154
SLC30A5	ENSG00000145740
SLC30A6	ENSG00000152683
SLC30A7	ENSG00000162695
SLC30A8	ENSG00000164756
SLC30A9	ENSG00000014824
SLC30A10	ENSG00000196660
SLC31A1	ENSG00000136868
SLC31A2	ENSG00000136867
SLC32A1	ENSG00000101438
SLC33A1	ENSG00000169359
SLC34A2	ENSG00000157765
SLC35A1	ENSG00000164414
SLC35A3	ENSG00000117620
SLC35A4	ENSG00000176087
SLC35A5	ENSG00000138459
SLC35B1	ENSG00000121073
SLC35B3	ENSG00000124786
SLC35B4	ENSG00000205060
SLC35C1	ENSG00000181830
SLC35C2	ENSG00000080189
SLC35D1	ENSG00000116704
SLC35D2	ENSG00000130958
SLC35E1	ENSG00000127526
SLC35E2A	ENSG00000215790
SLC35E3	ENSG00000175782
SLC35F1	ENSG00000196376
SLC35F2	ENSG00000110660
SLC35F3	ENSG00000183780
SLC35F4	ENSG00000151812
SLC35F5	ENSG00000115084
SLC35F6	ENSG00000213699
SLC35G1	ENSG00000176273
SLC35G2	ENSG00000168917
SLC35G3	ENSG00000164729
SLC35G6	ENSG00000259224
SLC36A1	ENSG00000123643
SLC36A2	ENSG00000186335
SLC36A3	ENSG00000186334
SLC36A4	ENSG00000180773
SLC37A1	ENSG00000160190
SLC37A2	ENSG00000134955
SLC37A3	ENSG00000157800
SLC38A1	ENSG00000111371
SLC38A2	ENSG00000134294
SLC38A3	ENSG00000188338
SLC38A4	ENSG00000139209
SLC38A6	ENSG00000139974
SLC38A7	ENSG00000103042
SLC38A8	ENSG00000166558
SLC38A9	ENSG00000177058
SLC38A10	ENSG00000157637
SLC38A11	ENSG00000169507
SLC39A1	ENSG00000143570
SLC39A5	ENSG00000139540
SLC39A6	ENSG00000141424
SLC39A8	ENSG00000138821
SLC39A9	ENSG00000029364
SLC39A10	ENSG00000196950
SLC39A11	ENSG00000133195
SLC39A12	ENSG00000148482
SLC39A12-AS1	ENSG00000226083
SLC39A13	ENSG00000165915
SLC39A14	ENSG00000104635
SLC40A1	ENSG00000138449
SLC41A1	ENSG00000133065
SLC41A2	ENSG00000136052
SLC41A3	ENSG00000114544
SLC43A1	ENSG00000149150
SLC43A3	ENSG00000134802
SLC44A1	ENSG00000070214
SLC44A2	ENSG00000129353
SLC44A3	ENSG00000143036
SLC44A3-AS1	ENSG00000224081
SLC44A4	ENSG00000204385
SLC44A5	ENSG00000137968
SLC45A2	ENSG00000164175
SLC45A3	ENSG00000158715
SLC45A4	ENSG00000022567
SLC46A1	ENSG00000076351
SLC46A2	ENSG00000119457
SLC46A3	ENSG00000139508
SLC47A1	ENSG00000142494
SLC47A1P1	ENSG00000228983
SLC47A1P2	ENSG00000231625
SLC47A2	ENSG00000180638
SLC48A1	ENSG00000211584
SLC49A4	ENSG00000138463
SLC51A	ENSG00000163959
SLC51B	ENSG00000186198
SLC52A1	ENSG00000132517
SLC52A3	ENSG00000101276
SLCO1A2	ENSG00000084453
SLCO1B1	ENSG00000134538
SLCO1B3	ENSG00000111700
SLCO1B7	ENSG00000205754
SLCO1C1	ENSG00000139155
SLCO2A1	ENSG00000174640
SLCO2B1	ENSG00000137491
SLCO3A1	ENSG00000176463
SLCO4A1	ENSG00000101187
SLCO4C1	ENSG00000173930
SLCO5A1	ENSG00000137571
SLCO6A1	ENSG00000205359
SLF1	ENSG00000133302
SLF2	ENSG00000119906
SLFN5	ENSG00000166750
SLFN11	ENSG00000172716
SLFN12L	ENSG00000205045
SLFN13	ENSG00000154760
SLFN14	ENSG00000236320
SLFNL1	ENSG00000171790
SLFNL1-AS1	ENSG00000281207
SLIRP	ENSG00000119705
SLIT1	ENSG00000187122
SLIT1-AS1	ENSG00000234855
SLIT2	ENSG00000145147
SLIT2-IT1	ENSG00000248228
SLIT3	ENSG00000184347
SLITRK1	ENSG00000178235
SLITRK3	ENSG00000121871
SLITRK5	ENSG00000165300
SLITRK6	ENSG00000184564
SLK	ENSG00000065613
SLMAP	ENSG00000163681
SLN	ENSG00000170290
SLPI	ENSG00000124107
SLTM	ENSG00000137776
SLU7	ENSG00000164609
SLX4	ENSG00000188827
SLX4IP	ENSG00000149346
SMAD1	ENSG00000170365
SMAD1-AS1	ENSG00000250902
SMAD1-AS2	ENSG00000250582
SMAD2	ENSG00000175387
SMAD3	ENSG00000166949
SMAD4	ENSG00000141646
SMAD5	ENSG00000113658
SMAD5-AS1	ENSG00000164621
SMAD6	ENSG00000137834
SMAD7	ENSG00000101665
SMAD9	ENSG00000120693
SMAGP	ENSG00000170545
SMAP1	ENSG00000112305
SMAP2	ENSG00000084070
SMARCA2	ENSG00000080503
SMARCA4	ENSG00000127616
SMARCA5	ENSG00000153147
SMARCAD1	ENSG00000163104
SMARCAL1	ENSG00000138375
SMARCB1	ENSG00000099956
SMARCC1	ENSG00000173473
SMARCC2	ENSG00000139613
SMARCD1	ENSG00000066117
SMARCD2	ENSG00000108604
SMARCD3	ENSG00000082014
SMARCE1	ENSG00000073584
SMARCE1P1	ENSG00000225215
SMARCE1P2	ENSG00000226309
SMARCE1P7	ENSG00000270973
SMC1B	ENSG00000077935
SMC2	ENSG00000136824
SMC2-AS1	ENSG00000270332
SMC3	ENSG00000108055
SMC4	ENSG00000113810
SMC5	ENSG00000198887
SMC5-AS1	ENSG00000268364
SMC6	ENSG00000163029
SMCHD1	ENSG00000101596
SMCO2	ENSG00000165935
SMCO3	ENSG00000179256
SMCO4	ENSG00000166002
SMCP	ENSG00000163206
SMCR5	ENSG00000226746
SMCR8	ENSG00000176994
SMG1	ENSG00000157106
SMG1P7	ENSG00000261556
SMG5	ENSG00000198952
SMG6	ENSG00000070366
SMG7	ENSG00000116698
SMG7-AS1	ENSG00000232860
SMG8	ENSG00000167447
SMG9	ENSG00000105771
SMILR	ENSG00000255364
SMIM2	ENSG00000139656
SMIM2-AS1	ENSG00000227258
SMIM2-IT1	ENSG00000235285
SMIM3	ENSG00000256235
SMIM4	ENSG00000168273
SMIM5	ENSG00000204323
SMIM6	ENSG00000259120
SMIM7	ENSG00000214046
SMIM8	ENSG00000111850
SMIM10L1	ENSG00000256537
SMIM11A	ENSG00000205670
SMIM12	ENSG00000163866
SMIM13	ENSG00000224531
SMIM14	ENSG00000163683
SMIM15-AS1	ENSG00000251279
SMIM17	ENSG00000268182
SMIM18	ENSG00000253457
SMIM19	ENSG00000176209
SMIM20	ENSG00000250317
SMIM21	ENSG00000206026
SMIM22	ENSG00000267795
SMIM23	ENSG00000185662
SMIM25	ENSG00000224397
SMIM27	ENSG00000235453
SMIM28	ENSG00000262543
SMIM29	ENSG00000186577
SMIM30	ENSG00000214194
SMIM31	ENSG00000248771
SMIM32	ENSG00000271824
SMIM33	ENSG00000283288
SMIM35	ENSG00000255274
SMIM36	ENSG00000261873
SMIM38	ENSG00000284713
SMIM40	ENSG00000285064
SMIM41	ENSG00000284791
SMKR1	ENSG00000240204
SMLR1	ENSG00000256162
SMNDC1	ENSG00000119953
SMO	ENSG00000128602
SMOC1	ENSG00000198732
SMOC2	ENSG00000112562
SMOX	ENSG00000088826
SMPD2	ENSG00000135587
SMPD3	ENSG00000103056
SMPD4	ENSG00000136699
SMPD4P1	ENSG00000223553
SMPD4P2	ENSG00000229147
SMPDL3A	ENSG00000172594
SMPDL3B	ENSG00000130768
SMR3A	ENSG00000109208
SMR3B	ENSG00000171201
SMTN	ENSG00000183963
SMTNL1	ENSG00000214872
SMU1	ENSG00000122692
SMUG1	ENSG00000123415
SMUG1-AS1	ENSG00000283073
SMUG1P1	ENSG00000267444
SMURF1	ENSG00000198742
SMURF2	ENSG00000108854
SMURF2P1	ENSG00000248121
SMYD1	ENSG00000115593
SMYD2	ENSG00000143499
SMYD3	ENSG00000185420
SMYD4	ENSG00000186532
SMYD5	ENSG00000135632
SNAI1	ENSG00000124216
SNAI1P1	ENSG00000237194
SNAP23	ENSG00000092531
SNAP25	ENSG00000132639
SNAP25-AS1	ENSG00000227906
SNAP29	ENSG00000099940
SNAP47	ENSG00000143740
SNAP47-AS1	ENSG00000230005
SNAP91	ENSG00000065609
SNAPC1	ENSG00000023608
SNAPC3	ENSG00000164975
SNAPC5	ENSG00000174446
SNAPC5P1	ENSG00000241216
SNAPIN	ENSG00000143553
SNCA	ENSG00000145335
SNCA-AS1	ENSG00000247775
SNCAIP	ENSG00000064692
SNCG	ENSG00000173267
SND1	ENSG00000197157
SND1-IT1	ENSG00000279078
SNED1	ENSG00000162804
SNF8	ENSG00000159210
SNHG1	ENSG00000255717
SNHG3	ENSG00000242125
SNHG4	ENSG00000281398
SNHG5	ENSG00000203875
SNHG10	ENSG00000247092
SNHG11	ENSG00000174365
SNHG12	ENSG00000197989
SNHG14	ENSG00000224078
SNHG15	ENSG00000232956
SNHG16	ENSG00000163597
SNHG17	ENSG00000196756
SNHG18	ENSG00000250786
SNHG21	ENSG00000250988
SNHG22	ENSG00000267322
SNHG25	ENSG00000266402
SNHG26	ENSG00000228649
SNHG28	ENSG00000188004
SNHG29	ENSG00000175061
SNIP1	ENSG00000163877
SNN	ENSG00000184602
SNORA11F	ENSG00000221164
SNORA13	ENSG00000238363
SNORA23	ENSG00000201998
SNORA29	ENSG00000206910
SNORA32	ENSG00000206799
SNORA44	ENSG00000273544
SNORA66	ENSG00000207523
SNORA74B	ENSG00000212402
SNORC	ENSG00000182600
SNORD1B	ENSG00000199961
SNORD9	ENSG00000199436
SNORD25	ENSG00000275043
SNORD45B	ENSG00000201487
SNORD49B	ENSG00000277108
SNORD54	ENSG00000238650
SNORD65	ENSG00000277512
SNORD94	ENSG00000208772
SNORD97	ENSG00000238622
SNORD100	ENSG00000221500
SNORD116-13	ENSG00000207137
SNPH	ENSG00000101298
SNRK	ENSG00000163788
SNRK-AS1	ENSG00000234617
SNRNP27	ENSG00000124380
SNRNP40	ENSG00000060688
SNRNP48	ENSG00000168566
SNRNP70	ENSG00000104852
SNRNP200	ENSG00000144028
SNRPA	ENSG00000077312
SNRPA1	ENSG00000131876
SNRPB	ENSG00000125835
SNRPB2	ENSG00000125870
SNRPC	ENSG00000124562
SNRPCP4	ENSG00000264186
SNRPD1	ENSG00000167088
SNRPD2P1	ENSG00000228938
SNRPD3	ENSG00000100028
SNRPE	ENSG00000182004
SNRPEP8	ENSG00000231399
SNRPF	ENSG00000139343
SNRPFP2	ENSG00000229786
SNRPG	ENSG00000143977
SNRPGP4	ENSG00000267203
SNRPGP7	ENSG00000242915
SNRPGP11	ENSG00000229906
SNRPN	ENSG00000128739
SNTA1	ENSG00000101400
SNTB1	ENSG00000172164
SNTB2	ENSG00000168807
SNTG1	ENSG00000147481
SNTG2	ENSG00000172554
SNTN	ENSG00000188817
SNU13	ENSG00000100138
SNUPN	ENSG00000169371
SNURF	ENSG00000273173
SNW1	ENSG00000100603
SNX1	ENSG00000028528
SNX2	ENSG00000205302
SNX3	ENSG00000112335
SNX4	ENSG00000114520
SNX5	ENSG00000089006
SNX5P1	ENSG00000249858
SNX6	ENSG00000129515
SNX6P1	ENSG00000267920
SNX7	ENSG00000162627
SNX8	ENSG00000106266
SNX9	ENSG00000130340
SNX10	ENSG00000086300
SNX11	ENSG00000002919
SNX13	ENSG00000071189
SNX14	ENSG00000135317
SNX15	ENSG00000110025
SNX16	ENSG00000104497
SNX17	ENSG00000115234
SNX18	ENSG00000178996
SNX18P3	ENSG00000225345
SNX18P27	ENSG00000253418
SNX19	ENSG00000120451
SNX20	ENSG00000167208
SNX21	ENSG00000124104
SNX22	ENSG00000157734
SNX24	ENSG00000064652
SNX25	ENSG00000109762
SNX27	ENSG00000143376
SNX29	ENSG00000048471
SNX30	ENSG00000148158
SNX31	ENSG00000174226
SNX32	ENSG00000172803
SOAT1	ENSG00000057252
SOAT2	ENSG00000167780
SOBP	ENSG00000112320
SOCS1	ENSG00000185338
SOCS2	ENSG00000120833
SOCS2-AS1	ENSG00000246985
SOCS4	ENSG00000180008
SOCS5	ENSG00000171150
SOCS5P2	ENSG00000224682
SOCS5P3	ENSG00000235805
SOCS6	ENSG00000170677
SOCS7	ENSG00000274211
SOD1	ENSG00000142168
SOD2	ENSG00000112096
SOD2-OT1	ENSG00000285427
SOD2P1	ENSG00000234257
SOD3	ENSG00000109610
SOGA1	ENSG00000149639
SOGA3	ENSG00000214338
SOHLH2	ENSG00000120669
SON	ENSG00000159140
SORBS1	ENSG00000095637
SORBS2	ENSG00000154556
SORBS3	ENSG00000120896
SORCS1	ENSG00000108018
SORCS2	ENSG00000184985
SORCS3	ENSG00000156395
SORCS3-AS1	ENSG00000226387
SORD	ENSG00000140263
SORD2P	ENSG00000259479
SORL1	ENSG00000137642
SORT1	ENSG00000134243
SOS1	ENSG00000115904
SOS2	ENSG00000100485
SOST	ENSG00000167941
SOSTDC1	ENSG00000171243
SOWAHB	ENSG00000186212
SOWAHC	ENSG00000198142
SOX2-OT	ENSG00000242808
SOX5	ENSG00000134532
SOX5-AS1	ENSG00000256120
SOX5P1	ENSG00000254376
SOX6	ENSG00000110693
SOX7	ENSG00000171056
SOX9	ENSG00000125398
SOX9-AS1	ENSG00000234899
SOX10	ENSG00000100146
SOX11	ENSG00000176887
SOX13	ENSG00000143842
SOX15	ENSG00000129194
SOX17	ENSG00000164736
SOX21-AS1	ENSG00000227640
SOX30	ENSG00000039600
SP1	ENSG00000185591
SP2	ENSG00000167182
SP2-AS1	ENSG00000234494
SP3	ENSG00000172845
SP3P	ENSG00000225530
SP4	ENSG00000105866
SP6	ENSG00000189120
SP7	ENSG00000170374
SP8	ENSG00000164651
SP100	ENSG00000067066
SP110	ENSG00000135899
SP140	ENSG00000079263
SP140L	ENSG00000185404
SPA17	ENSG00000064199
SPAAR	ENSG00000235387
SPACA1	ENSG00000118434
SPACA3	ENSG00000141316
SPACA6	ENSG00000182310
SPACA6P-AS	ENSG00000269959
SPACA7	ENSG00000153498
SPACA9	ENSG00000165698
SPAG1	ENSG00000104450
SPAG4	ENSG00000061656
SPAG5	ENSG00000076382
SPAG5-AS1	ENSG00000227543
SPAG6	ENSG00000077327
SPAG8	ENSG00000137098
SPAG9	ENSG00000008294
SPAG16	ENSG00000144451
SPAG17	ENSG00000155761
SPAM1	ENSG00000106304
SPARC	ENSG00000113140
SPARCL1	ENSG00000152583
SPART	ENSG00000133104
SPART-AS1	ENSG00000120664
SPAST	ENSG00000021574
SPATA1	ENSG00000122432
SPATA2	ENSG00000158480
SPATA2P1	ENSG00000228319
SPATA3	ENSG00000173699
SPATA4	ENSG00000150628
SPATA5	ENSG00000145375
SPATA5L1	ENSG00000171763
SPATA6	ENSG00000132122
SPATA6L	ENSG00000106686
SPATA7	ENSG00000042317
SPATA8	ENSG00000185594
SPATA9	ENSG00000145757
SPATA12	ENSG00000186451
SPATA13	ENSG00000182957
SPATA13-AS1	ENSG00000227213
SPATA16	ENSG00000144962
SPATA17	ENSG00000162814
SPATA17-AS1	ENSG00000234070
SPATA18	ENSG00000163071
SPATA19	ENSG00000166118
SPATA21	ENSG00000187144
SPATA22	ENSG00000141255
SPATA24	ENSG00000170469
SPATA31D5P	ENSG00000240632
SPATA32	ENSG00000184361
SPATA33	ENSG00000167523
SPATA41	ENSG00000189419
SPATA42	ENSG00000203897
SPATA45	ENSG00000185523
SPATA48	ENSG00000164500
SPATC1L	ENSG00000160284
SPATS1	ENSG00000249481
SPATS2	ENSG00000123352
SPATS2L	ENSG00000196141
SPC25	ENSG00000152253
SPCS1	ENSG00000114902
SPCS2	ENSG00000118363
SPCS2P2	ENSG00000270623
SPCS3	ENSG00000129128
SPDL1	ENSG00000040275
SPDYA	ENSG00000163806
SPDYC	ENSG00000204710
SPDYE4	ENSG00000183318
SPECC1	ENSG00000128487
SPECC1L	ENSG00000100014
SPECC1L-ADORA2A	ENSG00000258555
SPEF2	ENSG00000152582
SPEG	ENSG00000072195
SPEN	ENSG00000065526
SPERT	ENSG00000174015
SPESP1	ENSG00000258484
SPG7	ENSG00000197912
SPG11	ENSG00000104133
SPHK1	ENSG00000176170
SPHKAP	ENSG00000153820
SPI1	ENSG00000066336
SPIC	ENSG00000166211
SPICE1	ENSG00000163611
SPIDR	ENSG00000164808
SPIN1	ENSG00000106723
SPINDOC	ENSG00000168005
SPINK2	ENSG00000128040
SPINK4	ENSG00000122711
SPINK5	ENSG00000133710
SPINK6	ENSG00000178172
SPINK7	ENSG00000145879
SPINK8	ENSG00000229453
SPINK9	ENSG00000204909
SPINK13	ENSG00000214510
SPINK14	ENSG00000196800
SPINT1	ENSG00000166145
SPINT1-AS1	ENSG00000261183
SPINT2	ENSG00000167642
SPINT3	ENSG00000101446
SPINT4	ENSG00000149651
SPINT5P	ENSG00000168630
SPIRE1	ENSG00000134278
SPIRE2	ENSG00000204991
SPN	ENSG00000197471
SPNS3	ENSG00000182557
SPO11	ENSG00000054796
SPOCD1	ENSG00000134668
SPOCK1	ENSG00000152377
SPOCK2	ENSG00000107742
SPOCK3	ENSG00000196104
SPON1	ENSG00000262655
SPON1-AS1	ENSG00000254418
SPON2	ENSG00000159674
SPOP	ENSG00000121067
SPOPL	ENSG00000144228
SPOUT1	ENSG00000198917
SPP1	ENSG00000118785
SPP2	ENSG00000072080
SPPL2A	ENSG00000138600
SPPL2C	ENSG00000185294
SPPL3	ENSG00000157837
SPRED1	ENSG00000166068
SPRED2	ENSG00000198369
SPRED3	ENSG00000188766
SPRR1A	ENSG00000169474
SPRR1B	ENSG00000169469
SPRR2A	ENSG00000241794
SPRR2D	ENSG00000163216
SPRR2E	ENSG00000203785
SPRR2G	ENSG00000159516
SPRR3	ENSG00000163209
SPRR4	ENSG00000184148
SPRTN	ENSG00000010072
SPRY1	ENSG00000164056
SPRY2	ENSG00000136158
SPRY4	ENSG00000187678
SPRY4-AS1	ENSG00000231185
SPRYD4	ENSG00000176422
SPRYD7	ENSG00000123178
SPSB1	ENSG00000171621
SPSB2	ENSG00000111671
SPSB3	ENSG00000162032
SPSB4	ENSG00000175093
SPTA1	ENSG00000163554
SPTAN1	ENSG00000197694
SPTB	ENSG00000070182
SPTBN1	ENSG00000115306
SPTBN2	ENSG00000173898
SPTBN4	ENSG00000160460
SPTBN5	ENSG00000137877
SPTLC1	ENSG00000090054
SPTLC1P3	ENSG00000219940
SPTLC2	ENSG00000100596
SPTLC3	ENSG00000172296
SPTSSA	ENSG00000165389
SPTSSB	ENSG00000196542
SPTY2D1	ENSG00000179119
SPTY2D1OS	ENSG00000247595
SPX	ENSG00000134548
SPZ1	ENSG00000164299
SQLE	ENSG00000104549
SQOR	ENSG00000137767
SQSTM1	ENSG00000161011
SQSTM1P1	ENSG00000271465
SRA1	ENSG00000213523
SRARP	ENSG00000183888
SRBD1	ENSG00000068784
SRC	ENSG00000197122
SRCAP	ENSG00000080603
SRCIN1	ENSG00000277363
SRD5A1	ENSG00000145545
SRD5A2	ENSG00000277893
SRD5A3	ENSG00000128039
SRD5A3-AS1	ENSG00000249700
SREBF1	ENSG00000072310
SREBF2	ENSG00000198911
SREK1	ENSG00000153914
SREK1IP1	ENSG00000153006
SRF	ENSG00000112658
SRFBP1	ENSG00000151304
SRGAP1	ENSG00000196935
SRGAP2	ENSG00000266028
SRGAP3	ENSG00000196220
SRGAP3-AS2	ENSG00000228723
SRGAP3-AS3	ENSG00000227929
SRGN	ENSG00000122862
SRI	ENSG00000075142
SRL	ENSG00000185739
SRM	ENSG00000116649
SRP14-AS1	ENSG00000248508
SRP19	ENSG00000153037
SRP54	ENSG00000100883
SRP54-AS1	ENSG00000258704
SRP72	ENSG00000174780
SRP72P1	ENSG00000265182
SRP72P2	ENSG00000188451
SRPK1	ENSG00000096063
SRPK2	ENSG00000135250
SRPK2P	ENSG00000253431
SRPRA	ENSG00000182934
SRPRB	ENSG00000144867
SRR	ENSG00000167720
SRRD	ENSG00000100104
SRRM1	ENSG00000133226
SRRM1P2	ENSG00000242195
SRRM3	ENSG00000177679
SRRM4	ENSG00000139767
SRRM5	ENSG00000226763
SRRT	ENSG00000087087
SRSF2	ENSG00000161547
SRSF3	ENSG00000112081
SRSF4	ENSG00000116350
SRSF5	ENSG00000100650
SRSF6	ENSG00000124193
SRSF7	ENSG00000115875
SRSF8	ENSG00000263465
SRSF9	ENSG00000111786
SRSF10	ENSG00000188529
SRSF10P1	ENSG00000267717
SRSF12	ENSG00000154548
SRXN1	ENSG00000271303
SS18	ENSG00000141380
SS18L1	ENSG00000184402
SS18L2	ENSG00000008324
SSB	ENSG00000138385
SSBP1	ENSG00000106028
SSBP2	ENSG00000145687
SSBP3	ENSG00000157216
SSBP3-AS1	ENSG00000198711
SSBP4	ENSG00000130511
SSC4D	ENSG00000146700
SSC5D	ENSG00000179954
SSH1	ENSG00000084112
SSH2	ENSG00000141298
SSH3	ENSG00000172830
SSMEM1	ENSG00000165120
SSPN	ENSG00000123096
SSPO	ENSG00000197558
SSR1	ENSG00000124783
SSR2	ENSG00000163479
SSR3	ENSG00000114850
SSR4P1	ENSG00000235374
SSRP1	ENSG00000149136
SSSCA1-AS1	ENSG00000260233
SST	ENSG00000157005
SSTR1	ENSG00000139874
SSTR2	ENSG00000180616
SSTR4	ENSG00000132671
SSU72	ENSG00000160075
SSUH2	ENSG00000125046
SSX2IP	ENSG00000117155
SSXP10	ENSG00000217330
ST3GAL1	ENSG00000008513
ST3GAL2	ENSG00000157350
ST3GAL3	ENSG00000126091
ST3GAL4	ENSG00000110080
ST3GAL5	ENSG00000115525
ST3GAL5-AS1	ENSG00000232504
ST3GAL6	ENSG00000064225
ST3GAL6-AS1	ENSG00000239445
ST5	ENSG00000166444
ST6GAL1	ENSG00000073849
ST6GAL2	ENSG00000144057
ST6GAL2-IT1	ENSG00000238250
ST6GALNAC1	ENSG00000070526
ST6GALNAC2	ENSG00000070731
ST6GALNAC2P1	ENSG00000228902
ST6GALNAC3	ENSG00000184005
ST6GALNAC5	ENSG00000117069
ST7	ENSG00000004866
ST7-AS2	ENSG00000226367
ST7-OT4	ENSG00000214188
ST7L	ENSG00000007341
ST8SIA1	ENSG00000111728
ST8SIA2	ENSG00000140557
ST8SIA3	ENSG00000177511
ST8SIA4	ENSG00000113532
ST8SIA5	ENSG00000101638
ST8SIA6	ENSG00000148488
ST8SIA6-AS1	ENSG00000204832
ST13	ENSG00000100380
ST13P10	ENSG00000213234
ST13P12	ENSG00000248400
ST14	ENSG00000149418
ST18	ENSG00000147488
ST20	ENSG00000180953
ST20-AS1	ENSG00000259642
ST20-MTHFS	ENSG00000259332
STAB1	ENSG00000010327
STAB2	ENSG00000136011
STAC	ENSG00000144681
STAC3	ENSG00000185482
STAG1	ENSG00000118007
STAG3	ENSG00000066923
STAG3L4	ENSG00000106610
STAG3L5P	ENSG00000242294
STAG3L5P-PVRIG2P-PILRB	ENSG00000272752
STAM	ENSG00000136738
STAM2	ENSG00000115145
STAMBP	ENSG00000124356
STAMBPL1	ENSG00000138134
STAP1	ENSG00000035720
STAR	ENSG00000147465
STARD3	ENSG00000131748
STARD3NL	ENSG00000010270
STARD4	ENSG00000164211
STARD4-AS1	ENSG00000246859
STARD5	ENSG00000172345
STARD6	ENSG00000174448
STARD7	ENSG00000084090
STARD7-AS1	ENSG00000204685
STARD9	ENSG00000159433
STARD10	ENSG00000214530
STARD13	ENSG00000133121
STARD13-AS	ENSG00000236581
STARD13-IT1	ENSG00000230300
STAT1	ENSG00000115415
STAT2	ENSG00000170581
STAT3	ENSG00000168610
STAT4	ENSG00000138378
STAT5A	ENSG00000126561
STAT5B	ENSG00000173757
STAT6	ENSG00000166888
STATH	ENSG00000126549
STAU1	ENSG00000124214
STAU2	ENSG00000040341
STAU2-AS1	ENSG00000253302
STBD1	ENSG00000118804
STC1	ENSG00000159167
STC2	ENSG00000113739
STEAP1	ENSG00000164647
STEAP1B	ENSG00000105889
STEAP2	ENSG00000157214
STEAP2-AS1	ENSG00000227646
STEAP3	ENSG00000115107
STEAP3-AS1	ENSG00000229867
STEAP4	ENSG00000127954
STIL	ENSG00000123473
STIM1	ENSG00000167323
STIM2	ENSG00000109689
STIM2-AS1	ENSG00000240005
STIMATE	ENSG00000213533
STIMATE-MUSTN1	ENSG00000248592
STIP1	ENSG00000168439
STK3	ENSG00000104375
STK4	ENSG00000101109
STK4-AS1	ENSG00000227477
STK10	ENSG00000072786
STK16	ENSG00000115661
STK17A	ENSG00000164543
STK17B	ENSG00000081320
STK19	ENSG00000204344
STK24	ENSG00000102572
STK24-AS1	ENSG00000224418
STK25	ENSG00000115694
STK31	ENSG00000196335
STK32A	ENSG00000169302
STK32A-AS1	ENSG00000250343
STK32B	ENSG00000152953
STK32C	ENSG00000165752
STK33	ENSG00000130413
STK35	ENSG00000125834
STK36	ENSG00000163482
STK38	ENSG00000112079
STK38L	ENSG00000211455
STK39	ENSG00000198648
STK40	ENSG00000196182
STKLD1	ENSG00000198870
STMN1	ENSG00000117632
STMN1P2	ENSG00000251440
STMN2	ENSG00000104435
STMN4	ENSG00000015592
STMND1	ENSG00000230873
STMP1	ENSG00000243317
STN1	ENSG00000107960
STOM	ENSG00000148175
STOML1	ENSG00000067221
STOML2	ENSG00000165283
STOML3	ENSG00000133115
STON1	ENSG00000243244
STON1-GTF2A1L	ENSG00000068781
STON2	ENSG00000140022
